occ_code_isco08	occ_title_isco08	year	daioe_allapps	daioe_stratgames	daioe_videogames	daioe_imgrec	daioe_imgcompr	daioe_imggen	daioe_readcompr	daioe_lngmod	daioe_translat	daioe_speechrec	daioe_genai	pctl_rank_allapps	pctl_rank_stratgames	pctl_rank_videogames	pctl_rank_imgrec	pctl_rank_imgcompr	pctl_rank_imggen	pctl_rank_readcompr	pctl_rank_lngmod	pctl_rank_translat	pctl_rank_speechrec	pctl_rank_genai
0110	Commissioned armed forces officers	2010																						
0110	Commissioned armed forces officers	2011																						
0110	Commissioned armed forces officers	2012																						
0110	Commissioned armed forces officers	2013																						
0110	Commissioned armed forces officers	2014																						
0110	Commissioned armed forces officers	2015																						
0110	Commissioned armed forces officers	2016																						
0110	Commissioned armed forces officers	2017																						
0110	Commissioned armed forces officers	2018																						
0110	Commissioned armed forces officers	2019																						
0110	Commissioned armed forces officers	2020																						
0110	Commissioned armed forces officers	2021																						
0110	Commissioned armed forces officers	2022																						
0110	Commissioned armed forces officers	2023																						
0210	Non-commissioned armed forces officers	2010																						
0210	Non-commissioned armed forces officers	2011																						
0210	Non-commissioned armed forces officers	2012																						
0210	Non-commissioned armed forces officers	2013																						
0210	Non-commissioned armed forces officers	2014																						
0210	Non-commissioned armed forces officers	2015																						
0210	Non-commissioned armed forces officers	2016																						
0210	Non-commissioned armed forces officers	2017																						
0210	Non-commissioned armed forces officers	2018																						
0210	Non-commissioned armed forces officers	2019																						
0210	Non-commissioned armed forces officers	2020																						
0210	Non-commissioned armed forces officers	2021																						
0210	Non-commissioned armed forces officers	2022																						
0210	Non-commissioned armed forces officers	2023																						
0310	Armed forces occupations, other ranks	2010																						
0310	Armed forces occupations, other ranks	2011																						
0310	Armed forces occupations, other ranks	2012																						
0310	Armed forces occupations, other ranks	2013																						
0310	Armed forces occupations, other ranks	2014																						
0310	Armed forces occupations, other ranks	2015																						
0310	Armed forces occupations, other ranks	2016																						
0310	Armed forces occupations, other ranks	2017																						
0310	Armed forces occupations, other ranks	2018																						
0310	Armed forces occupations, other ranks	2019																						
0310	Armed forces occupations, other ranks	2020																						
0310	Armed forces occupations, other ranks	2021																						
0310	Armed forces occupations, other ranks	2022																						
0310	Armed forces occupations, other ranks	2023																						
1111	Legislators	2010																						
1111	Legislators	2011																						
1111	Legislators	2012																						
1111	Legislators	2013																						
1111	Legislators	2014																						
1111	Legislators	2015																						
1111	Legislators	2016																						
1111	Legislators	2017																						
1111	Legislators	2018																						
1111	Legislators	2019																						
1111	Legislators	2020																						
1111	Legislators	2021																						
1111	Legislators	2022																						
1111	Legislators	2023																						
1112	Senior government officials	2010	.24246101	.076826334		.023576558						.003809425		51.77	44.93		43.509998						61.91	
1112	Senior government officials	2011	.4060955	.15288535		.028071247						.0076188501		51.529999	44.93		43.509998						61.91	
1112	Senior government officials	2012	.6122449	.16526043		.072172329				.000515992		.019750971	.000515992	52	44.93		43.509998				64.269997		61.91	64.269997
1112	Senior government officials	2013	2.7095151	.17763551	1.046422	.1023461				.0014421188		.031883094	.0014421188	8.3699999	44.93	5.54	43.509998				64.269997		61.91	64.269997
1112	Senior government officials	2014	4.4858398	.19001058	1.6692214	.13381986			.0031827411	.0124987		.040676098	.0124987	7.9000001	44.93	5.54	43.509998			65.919998	64.269997		61.91	64.269997
1112	Senior government officials	2015	8.0176992	.20349485	2.2920208	.16925302		.026641963	.0053482521	.022632474	.0031492217	.21697183	.082125895	11.2	44.93	5.54	43.509998		63.560001	65.919998	64.269997	63.799999	61.91	64.5
1112	Senior government officials	2016	12.93185	.25263786	2.4689112	.17298438	.046119124	.34506232	.14005174	.037619386	.0089230239	.24573213	.55364865	33.369999	44.93	5.54	43.509998	56.490002	63.560001	65.919998	64.269997	63.799999	61.91	62.849998
1112	Senior government officials	2017	13.45542	.25431821	2.4848783	.19263107	.063630134	.34511125	.14387906	.040268321	.01288535	.25586274	.55706632	35.73	44.93	5.54	43.509998	56.490002	63.560001	65.919998	64.269997	63.799999	61.91	62.619999
1112	Senior government officials	2018	15.789456	.25445902	2.8467894	.20404309	.063662849	.40807128	.15123582	.095600389	.017840324	.28146452	.79336518	37.150002	44.93	5.54	43.509998	56.490002	63.560001	65.919998	64.269997	63.799999	61.91	64.029999
1112	Senior government officials	2019	20.626396	.2545329	3.5802174	.26809907	.068700217	.4551481	.20367709	.13702688	.034510456	.33548388	.97016191	39.27	44.93	5.54	43.509998	56.490002	63.560001	65.919998	64.269997	63.799999	61.91	64.5
1112	Senior government officials	2020	23.128395	.25456858	3.6027179	.32765734	.081611142	.54689705	.20645383	.33698481	.038139388	.37771252	1.5326734	43.990002	44.93	5.54	43.509998	56.490002	63.560001	65.919998	64.269997	63.799999	61.91	64.5
1112	Senior government officials	2021	25.411869	.25465018	3.6061487	.38741076	.1444564	.7037313	.21806473	.40450209	.039749824	.39870632	1.9627626	47.52	44.93	5.54	43.509998	56.490002	63.560001	65.919998	64.269997	63.799999	61.91	64.5
1112	Senior government officials	2022	27.85594	.25465026	3.6166885	.40030047	.16473575	.73581207	.25859249	.79277223	.040529858	.42873919	2.6062524	48.700001	44.93	5.54	43.509998	56.490002	63.560001	65.919998	64.269997	63.799999	61.91	64.5
1112	Senior government officials	2023	31.355038	.25465032	3.6194549	.40286443	.2245349	.73905766	.42318544	1.0278391	.040983684	.73567671	2.8997889	51.77	44.93	5.54	43.509998	56.490002	63.560001	65.919998	64.269997	63.799999	61.91	64.5
1113	Traditional chiefs and heads of villages	2010	.26777416	.08500196		.025610248						.0043409895		65.919998	66.389999		58.610001						72.050003	
1113	Traditional chiefs and heads of villages	2011	.44912368	.16915494		.030492645						.008681979		66.160004	66.389999		58.610001						72.050003	
1113	Traditional chiefs and heads of villages	2012	.6776256	.18284695		.07839784				.00060295279		.022507008	.00060295279	65.449997	66.389999		58.610001				77.949997		72.050003	77.949997
1113	Traditional chiefs and heads of villages	2013	2.8545094	.19653894	1.0545211	.11117437				.0016851609		.036332037	.0016851609	15.92	66.389999	6.0100002	58.610001				77.949997		72.050003	77.949997
1113	Traditional chiefs and heads of villages	2014	4.7290878	.21023093	1.6821408	.14536303			.0037527652	.014605121		.046352006	.014605121	16.389999	66.389999	6.0100002	58.610001			80.309998	77.949997		72.050003	77.949997
1113	Traditional chiefs and heads of villages	2015	8.5348282	.22515015	2.3097606	.18385261		.029886538	.006306116	.02644675	.0035819507	.24724792	.093957216	28.66	66.389999	6.0100002	58.610001		79.599998	80.309998	77.949997	73.699997	72.050003	79.129997
1113	Traditional chiefs and heads of villages	2016	13.991364	.27952281	2.4880202	.18790583	.051217049	.38708556	.16513479	.043959428	.01014912	.2800214	.62684906	55.540001	66.389999	6.0100002	58.610001	67.809998	79.599998	80.309998	77.949997	73.699997	72.050003	80.07
1113	Traditional chiefs and heads of villages	2017	14.569406	.28138196	2.5041108	.20924722	.070663691	.38714045	.16964757	.04705479	.014655903	.29156566	.63082367	56.720001	66.389999	6.0100002	58.610001	67.809998	79.599998	80.309998	77.949997	73.699997	72.050003	80.07
1113	Traditional chiefs and heads of villages	2018	17.106401	.2815378	2.8688231	.22164364	.070700027	.45776802	.17832193	.11171205	.020291733	.32073987	.90125859	57.43	66.389999	6.0100002	58.610001	67.809998	79.599998	80.309998	77.949997	73.699997	72.050003	79.360001
1113	Traditional chiefs and heads of villages	2019	22.357769	.28161955	3.6079276	.29122502	.076294214	.51057804	.24015535	.16012019	.039252475	.38229704	1.1035969	57.189999	66.389999	6.0100002	58.610001	67.809998	79.599998	80.309998	77.949997	73.699997	72.050003	79.599998
1113	Traditional chiefs and heads of villages	2020	25.166628	.28165901	3.6306024	.35592073	.09063229	.61350065	.24342941	.39377728	.043380056	.43041825	1.750322	60.259998	66.389999	6.0100002	58.610001	67.809998	79.599998	80.309998	77.949997	73.699997	72.050003	79.830002
1113	Traditional chiefs and heads of villages	2021	27.733152	.28174928	3.6340597	.42082843	.16042437	.78943491	.2571198	.47267336	.045211777	.4543415	2.2407784	62.150002	66.389999	6.0100002	58.610001	67.809998	79.599998	80.309998	77.949997	73.699997	72.050003	80.07
1113	Traditional chiefs and heads of villages	2022	30.516685	.28174937	3.6446812	.43482998	.18294534	.82542259	.30490601	.92637908	.046098996	.48856512	2.986027	63.560001	66.389999	6.0100002	58.610001	67.809998	79.599998	80.309998	77.949997	73.699997	72.050003	79.129997
1113	Traditional chiefs and heads of villages	2023	34.527233	.28174946	3.6474688	.4376151	.24935459	.82906348	.49897733	1.201062	.04661518	.83833253	3.3275976	64.980003	66.389999	6.0100002	58.610001	67.809998	79.599998	80.309998	77.949997	73.699997	72.050003	78.889999
1114	Senior officials of special-interest organizations	2010	.260777	.081374943		.025698626						.0042440491		62.150002	58.84		59.549999						69.93	
1114	Senior officials of special-interest organizations	2011	.43627912	.16193715		.030597873						.0084880982		61.669998	58.84		59.549999						69.93	
1114	Senior officials of special-interest organizations	2012	.6607182	.17504491		.078668386				.00056777161		.022004396	.00056777161	62.150002	58.84		59.549999				71.110001		69.93	71.110001
1114	Senior officials of special-interest organizations	2013	2.8794796	.18815267	1.0943986	.11155804				.0015868349		.035520691	.0015868349	16.860001	58.84	8.8400002	59.549999				71.110001		69.93	71.110001
1114	Senior officials of special-interest organizations	2014	4.7677155	.20126043	1.7457521	.14586468			.0034686117	.01375294		.045316905	.01375294	17.57	58.84	8.8400002	59.549999			72.290001	71.110001		69.93	71.110001
1114	Senior officials of special-interest organizations	2015	8.5599051	.21554305	2.3971057	.18448709		.028426275	.0058286269	.024903635	.003553113	.24172652	.08891701	29.129999	58.84	8.8400002	59.549999		73	72.290001	71.110001	73.230003	69.93	72.290001
1114	Senior officials of special-interest organizations	2016	13.850525	.26759565	2.5821064	.1885543	.050760847	.36817241	.15263104	.04139448	.010067411	.27376813	.59477079	53.66	58.84	8.8400002	59.549999	65.919998	73	72.290001	71.110001	73.230003	69.93	72.760002
1114	Senior officials of special-interest organizations	2017	14.420744	.26937547	2.5988057	.20996934	.070034273	.36822462	.15680212	.044309236	.01453791	.28505456	.59851754	53.889999	58.84	8.8400002	59.549999	65.919998	73	72.290001	71.110001	73.230003	69.93	72.760002
1114	Senior officials of special-interest organizations	2018	16.926134	.26952463	2.9773095	.22240853	.070070282	.43540135	.16481966	.10519385	.020128366	.31357729	.85441244	54.599998	58.84	8.8400002	59.549999	65.919998	73	72.290001	71.110001	73.230003	69.93	72.050003
1114	Senior officials of special-interest organizations	2019	22.128151	.26960289	3.7443638	.29223004	.075614646	.48563105	.22197115	.15077747	.038936455	.37375981	1.0458717	55.310001	58.84	8.8400002	59.549999	65.919998	73	72.290001	71.110001	73.230003	69.93	71.580002
1114	Senior officials of special-interest organizations	2020	24.853039	.26964068	3.7678962	.35714903	.089825004	.58352482	.2249973	.37080112	.043030802	.42080641	1.6571443	57.43	58.84	8.8400002	59.549999	65.919998	73	72.290001	71.110001	73.230003	69.93	71.580002
1114	Senior officials of special-interest organizations	2021	27.338873	.26972711	3.7714844	.4222807	.15899542	.75086284	.23765108	.44509375	.044847779	.44419542	2.1216452	58.139999	58.84	8.8400002	59.549999	65.919998	73	72.290001	71.110001	73.230003	69.93	71.339996
1114	Senior officials of special-interest organizations	2022	30.00909	.2697272	3.7825072	.43633059	.18131581	.78509218	.28181899	.87232667	.045727853	.47765478	2.8248279	60.970001	58.84	8.8400002	59.549999	65.919998	73	72.290001	71.110001	73.230003	69.93	72.290001
1114	Senior officials of special-interest organizations	2023	33.85648	.26972726	3.7854004	.43912533	.24713352	.78855515	.46119553	1.1309824	.046239883	.81961137	3.1467693	62.150002	58.84	8.8400002	59.549999	65.919998	73	72.290001	71.110001	73.230003	69.93	71.82
1120	Managing directors and chief executives	2010	.24799034	.078477487		.023759034						.0040589236		54.830002	50.59		45.869999						65.209999	
1120	Managing directors and chief executives	2011	.41588181	.15617117		.028288512						.0081178471		54.830002	50.59		45.869999						65.209999	
1120	Managing directors and chief executives	2012	.6276561	.16881222		.072730921				.00054074009		.021044564	.00054074009	55.779999	50.59		45.869999				68.040001		65.209999	68.040001
1120	Managing directors and chief executives	2013	2.7656813	.18145326	1.0626314	.10313824				.001511286		.03397128	.001511286	11.91	50.59	6.4899998	45.869999				68.040001		65.209999	68.040001
1120	Managing directors and chief executives	2014	4.5812216	.1940943	1.695078	.13485561			.0033200749	.013098164		.04334018	.013098164	13.09	50.59	6.4899998	45.869999			69.690002	68.040001		65.209999	68.040001
1120	Managing directors and chief executives	2015	8.2192469	.20786837	2.3275247	.170563		.026984477	.0055790264	.023717977	.0033714455	.2311824	.084558561	16.16	50.59	6.4899998	45.869999		65.449997	69.690002	68.040001	68.279999	65.209999	67.099998
1120	Managing directors and chief executives	2016	13.27319	.25806755	2.5071554	.17432325	.047424488	.34949851	.14609489	.039423693	.0095526744	.26182637	.5651176	41.630001	50.59	6.4899998	45.869999	58.610001	65.449997	69.690002	68.040001	68.279999	65.209999	65.209999
1120	Managing directors and chief executives	2017	13.814078	.25978401	2.5233698	.19412199	.065431133	.34954807	.15008736	.042199679	.013794601	.2726205	.568685	42.330002	50.59	6.4899998	45.869999	58.610001	65.449997	69.690002	68.040001	68.279999	65.209999	64.980003
1120	Managing directors and chief executives	2018	16.215378	.25992787	2.8908868	.20562235	.065464772	.41331753	.15776156	.1001856	.019099221	.29989904	.81205595	43.509998	50.59	6.4899998	45.869999	58.610001	65.449997	69.690002	68.040001	68.279999	65.209999	66.629997
1120	Managing directors and chief executives	2019	21.192928	.26000336	3.6356757	.27017412	.070644721	.46099955	.21246564	.14359899	.036945671	.35745639	.99414498	44.220001	50.59	6.4899998	45.869999	58.610001	65.449997	69.690002	68.040001	68.279999	65.209999	66.629997
1120	Managing directors and chief executives	2020	23.778627	.26003978	3.658525	.33019334	.083921075	.55392808	.21536221	.35314733	.040830679	.4024508	1.575708	48.939999	50.59	6.4899998	45.869999	58.610001	65.449997	69.690002	68.040001	68.279999	65.209999	67.330002
1120	Managing directors and chief executives	2021	26.129622	.26012313	3.662009	.39040923	.14854513	.71277863	.22747409	.42390293	.042554755	.42481962	2.0173438	51.060001	50.59	6.4899998	45.869999	58.610001	65.449997	69.690002	68.040001	68.279999	65.209999	67.330002
1120	Managing directors and chief executives	2022	28.66857	.26012322	3.6727121	.40339872	.16939846	.74527186	.2697506	.83079529	.043389831	.45681947	2.686692	53.18	50.59	6.4899998	45.869999	58.610001	65.449997	69.690002	68.040001	68.279999	65.209999	66.860001
1120	Managing directors and chief executives	2023	32.331161	.26012331	3.6755211	.40598252	.23089017	.74855918	.44144568	1.0771365	.043875683	.78385991	2.9932334	54.599998	50.59	6.4899998	45.869999	58.610001	65.449997	69.690002	68.040001	68.279999	65.209999	67.099998
1211	Finance managers	2010	.31289721	.10068966		.02992079						.0047769714		85.5	88.089996		78.889999						82.43	
1211	Finance managers	2011	.52480507	.20037366		.035624959						.0095539428		85.730003	88.089996		78.889999						82.43	
1211	Finance managers	2012	.78832769	.21659261		.091593228				.00068173185		.02476747	.00068173185	86.199997	88.089996		78.889999				88.330002		82.43	88.330002
1211	Finance managers	2013	3.255945	.23281156	1.1871014	.12988648				.0019053362		.039980996	.0019053362	50.349998	88.089996	18.99	78.889999				88.330002		82.43	88.330002
1211	Finance managers	2014	5.3817077	.2490305	1.8936288	.16982955			.0041479142	.016513357		.051007312	.016513357	50.59	88.089996	18.99	78.889999			88.330002	88.330002		82.43	88.330002
1211	Finance managers	2015	9.6357803	.26670316	2.6001563	.21479742		.030546689	.0069701211	.029902156	.0040079975	.27207991	.10089483	66.160004	88.089996	18.99	78.889999		81.959999	88.330002	88.330002	84.32	82.43	85.970001
1211	Finance managers	2016	15.648838	.33111069	2.800828	.21953286	.058615655	.39563569	.18252274	.049702954	.011356283	.30814499	.65582931	76.300003	88.089996	18.99	78.889999	84.550003	81.959999	88.330002	88.330002	84.32	82.43	83.839996
1211	Finance managers	2017	16.304237	.33331296	2.8189416	.24446629	.080871485	.39569178	.1875107	.053202745	.016399113	.32084864	.66027147	76.300003	88.089996	18.99	78.889999	84.550003	81.959999	88.330002	88.330002	84.32	82.43	83.839996
1211	Finance managers	2018	19.115383	.33349752	3.2295072	.25894919	.080913059	.46787944	.19709842	.1263078	.022705283	.35295296	.95085144	77	88.089996	18.99	78.889999	84.550003	81.959999	88.330002	88.330002	84.32	82.43	85.019997
1211	Finance managers	2019	24.975128	.33359438	4.0615363	.34024203	.087315366	.52185595	.26544264	.18104072	.043921266	.42069253	1.1682658	77.949997	88.089996	18.99	78.889999	84.550003	81.959999	88.330002	88.330002	84.32	82.43	85.260002
1211	Finance managers	2020	28.094395	.33364111	4.0870619	.41582689	.10372466	.62705195	.26906142	.44522634	.048539788	.47364673	1.8710558	79.129997	88.089996	18.99	78.889999	84.550003	81.959999	88.330002	88.330002	84.32	82.43	85.5
1211	Finance managers	2021	30.930073	.33374804	4.0909538	.49165937	.18359861	.80687231	.28419337	.53443062	.050589383	.4999727	2.3933802	79.599998	88.089996	18.99	78.889999	84.550003	81.959999	88.330002	88.330002	84.32	82.43	85.5
1211	Finance managers	2022	34.032902	.33374816	4.1029105	.5080176	.20937289	.84365487	.33701125	1.0474154	.051582128	.53763354	3.2178712	80.07	88.089996	18.99	78.889999	84.550003	81.959999	88.330002	88.330002	84.32	82.43	85.730003
1211	Finance managers	2023	38.505562	.33374825	4.1060491	.51127148	.28537533	.84737617	.55151737	1.357987	.052159708	.92252934	3.6001549	80.779999	88.089996	18.99	78.889999	84.550003	81.959999	88.330002	88.330002	84.32	82.43	85.730003
1212	Human resource managers	2010	.26618016	.081597015		.026087966						.0047356095		64.980003	59.790001		61.669998						81.010002	
1212	Human resource managers	2011	.44554484	.16237906		.031061437						.009471219		65.449997	59.790001		61.669998						81.010002	
1212	Human resource managers	2012	.67913872	.1755226		.079860218				.0006280698		.024553023	.0006280698	65.919998	59.790001		61.669998				81.489998		81.010002	81.489998
1212	Human resource managers	2013	2.8154635	.18866612	1.0160038	.11324815				.0017553591		.039634828	.0017553591	14.74	59.790001	3.6600001	61.669998				81.489998		81.010002	81.489998
1212	Human resource managers	2014	4.6662354	.20180966	1.6206992	.14807454			.0037359402	.015213524		.050565671	.015213524	14.74	59.790001	3.6600001	61.669998			79.599998	81.489998		81.010002	81.489998
1212	Human resource managers	2015	8.502409	.21613126	2.2253945	.18728207		.029376814	.0062778434	.027548438	.003924096	.26972416	.094965778	26.530001	59.790001	3.6600001	61.669998		78.889999	79.599998	81.489998	82.669998	81.010002	81.010002
1212	Human resource managers	2016	13.954121	.2683259	2.3971431	.19141091	.052437924	.38048366	.16439444	.045790635	.011118557	.30547696	.62424636	55.07	59.790001	3.6600001	61.669998	71.110001	78.889999	79.599998	81.489998	82.669998	81.010002	79.830002
1212	Human resource managers	2017	14.545165	.27011058	2.4126461	.21315038	.072348125	.38053763	.16888699	.049014945	.016055824	.31807062	.62835819	56.25	59.790001	3.6600001	61.669998	71.110001	78.889999	79.599998	81.489998	82.669998	81.010002	79.830002
1212	Human resource managers	2018	17.092701	.27026016	2.7640367	.22577803	.072385319	.44996065	.17752245	.1163656	.022229984	.34989694	.9017784	57.189999	59.790001	3.6600001	61.669998	71.110001	78.889999	79.599998	81.489998	82.669998	81.010002	79.599998
1212	Human resource managers	2019	22.373396	.27033862	3.4761448	.29665735	.078112863	.50186998	.23907866	.16679028	.043001842	.41705	1.1063522	57.43	59.790001	3.6600001	61.669998	71.110001	78.889999	79.599998	81.489998	82.669998	81.010002	80.07
1212	Human resource managers	2020	25.250959	.2703765	3.4979913	.36255985	.092792712	.60303718	.24233803	.41018078	.047523685	.46954572	1.7644895	60.73	59.790001	3.6600001	61.669998	71.110001	78.889999	79.599998	81.489998	82.669998	81.010002	80.779999
1212	Human resource managers	2021	27.864885	.27046317	3.5013225	.42867827	.16424842	.77597082	.25596702	.49236342	.049530372	.49564373	2.2578409	63.560001	59.790001	3.6600001	61.669998	71.110001	78.889999	79.599998	81.489998	82.669998	81.010002	80.779999
1212	Human resource managers	2022	30.722708	.27046326	3.5115559	.44294101	.18730626	.81134468	.30353901	.9649691	.050502338	.53297848	3.0242054	64.739998	59.790001	3.6600001	61.669998	71.110001	78.889999	79.599998	81.489998	82.669998	81.010002	80.07
1212	Human resource managers	2023	34.89122	.27046335	3.5142419	.44577807	.2552985	.81492347	.49674022	1.2510945	.051067825	.91454166	3.3778565	67.099998	59.790001	3.6600001	61.669998	71.110001	78.889999	79.599998	81.489998	82.669998	81.010002	80.07
1213	Policy and planning managers	2010	.28590104	.090171106		.028299049						.0043900516		73.940002	73.699997		73.230003						73.699997	
1213	Policy and planning managers	2011	.47812346	.1794416		.033694044						.0087801032		73.699997	74.169998		73.470001						73.699997	
1213	Policy and planning managers	2012	.7213732	.19396624		.086628772				.00059918687		.022761384	.00059918687	73.940002	73.699997		72.760002				76.529999		73.699997	77
1213	Policy and planning managers	2013	3.130445	.20849088	1.1901368	.12284649				.0016746357		.036742665	.0016746357	37.849998	74.410004	20.17	73.230003				76.529999		73.699997	76.769997
1213	Policy and planning managers	2014	5.1770544	.2230155	1.8984709	.16062459			.0037306999	.014513901		.046875883	.014513901	39.740002	73.699997	20.17	73			78.889999	76.529999		73.940002	76.529999
1213	Policy and planning managers	2015	9.2263832	.238842	2.6068048	.20315517		.029003123	.0062690377	.026281571	.0036297331	.25004232	.092181332	54.599998	74.410004	19.93	73		76.769997	78.419998	76.769997	75.830002	73.699997	75.830002
1213	Policy and planning managers	2016	14.836203	.29652116	2.8079896	.20763394	.05419172	.37564367	.16416383	.043684866	.010284508	.28318623	.61134762	68.75	73.699997	19.459999	73.470001	75.349998	76.300003	79.129997	76.769997	75.830002	74.169998	76.529999
1213	Policy and planning managers	2017	15.446314	.29849339	2.8261497	.23121595	.074767821	.37569696	.16865008	.046760898	.01485141	.29486093	.6152854	69.690002	73.699997	19.459999	73	75.120003	77	78.660004	76.769997	75.830002	73.940002	77
1213	Policy and planning managers	2018	18.108759	.29865867	3.2377651	.24491385	.074806258	.44423687	.17727342	.11101431	.02056242	.3243649	.88061625	68.989998	74.169998	19.459999	73.470001	75.349998	76.529999	78.889999	76.529999	75.830002	73.699997	77
1213	Policy and planning managers	2019	23.662241	.29874539	4.0719213	.32180053	.080725357	.49548587	.23874329	.15912011	.039776094	.38661778	1.0791366	69.220001	74.169998	19.459999	73	75.830002	77	78.419998	76.769997	75.589996	73.940002	76.529999
1213	Policy and planning managers	2020	26.539692	.29878727	4.0975122	.39328861	.095896184	.59536618	.24199809	.39131781	.043958731	.43528286	1.7153647	71.580002	73.940002	19.690001	72.760002	75.349998	77	78.419998	76.529999	75.349998	73.470001	75.830002
1213	Policy and planning managers	2021	29.162996	.29888302	4.1014147	.46501091	.16974175	.76609999	.25560799	.46972114	.04581489	.4594765	2.1955731	71.110001	73.940002	19.93	73.470001	75.120003	76.769997	78.889999	76.769997	75.830002	74.169998	76.529999
1213	Policy and planning managers	2022	31.985737	.29888311	4.1134019	.48048249	.19357075	.8010239	.30311322	.92059308	.046713945	.49408692	2.9319842	72.050003	74.169998	20.17	73.230003	75.589996	76.769997	79.129997	77	75.120003	74.169998	76.300003
1213	Policy and planning managers	2023	36.046555	.2988832	4.1165481	.48356003	.26383701	.80455714	.49604347	1.1935605	.047237013	.84780741	3.270509	73.940002	73.940002	19.690001	73.470001	75.830002	77	78.660004	76.769997	75.349998	74.169998	76.300003
1219	Business services and administration managers not elsewhere classified	2010	.25751495	.079153091		.0260737						.0041872929		59.790001	53.419998		61.439999						68.040001	
1219	Business services and administration managers not elsewhere classified	2011	.42982277	.15751563		.03104445						.0083745858		60.259998	53.419998		61.439999						68.040001	
1219	Business services and administration managers not elsewhere classified	2012	.65291315	.1702655		.079816557				.00053754833		.021710128	.00053754833	60.73	53.419998		61.439999				67.57		68.040001	67.57
1219	Business services and administration managers not elsewhere classified	2013	2.8799574	.18301536	1.1042231	.11318623				.0015023656		.035045668	.0015023656	17.1	53.419998	9.79	61.439999				67.57		68.040001	67.57
1219	Business services and administration managers not elsewhere classified	2014	4.7621422	.19576523	1.7614239	.14799358			.0032535708	.013020853		.044710875	.013020853	17.33	53.419998	9.79	61.439999			68.510002	67.57		68.040001	67.57
1219	Business services and administration managers not elsewhere classified	2015	8.5205784	.20965788	2.4186249	.18717968		.027332099	.0054672738	.023577979	.0033954578	.23849387	.084864587	27.709999	53.419998	9.79	61.439999		67.57	68.510002	67.57	68.510002	68.040001	67.57
1219	Business services and administration managers not elsewhere classified	2016	13.665613	.26028922	2.6052861	.19130626	.050262913	.35400084	.14316849	.039190993	.0096207103	.270107	.56989938	48.470001	53.419998	9.79	61.439999	64.739998	67.57	68.510002	67.57	68.510002	68.040001	66.860001
1219	Business services and administration managers not elsewhere classified	2017	14.227523	.26202047	2.6221354	.21303385	.069347277	.35405105	.14708099	.041950595	.013892849	.28124249	.57345319	50.830002	53.419998	9.79	61.439999	64.739998	67.57	68.510002	67.57	68.510002	68.040001	66.860001
1219	Business services and administration managers not elsewhere classified	2018	16.688486	.26216558	3.0040371	.22565459	.069382936	.41864201	.15460147	.099594235	.01923525	.30938378	.81765687	51.060001	53.419998	9.79	61.439999	64.739998	67.57	68.510002	67.57	68.510002	68.040001	67.099998
1219	Business services and administration managers not elsewhere classified	2019	21.812197	.26224169	3.7779772	.29649517	.074872911	.46693829	.20820978	.14275138	.03720881	.36876145	1.0003684	52	53.419998	9.79	61.439999	64.739998	67.57	68.510002	67.57	68.510002	68.040001	67.57
1219	Business services and administration managers not elsewhere classified	2020	24.466108	.26227844	3.8017209	.36236164	.088943876	.56106395	.21104832	.35106283	.041121487	.41517889	1.5827029	54.599998	53.419998	9.79	61.439999	64.739998	67.57	68.510002	67.57	68.510002	68.040001	67.57
1219	Business services and administration managers not elsewhere classified	2021	26.888456	.26236251	3.8053412	.42844391	.15743576	.7219609	.2229176	.42140079	.042857841	.43825513	2.0265834	56.490002	53.419998	9.79	61.439999	64.739998	67.57	68.510002	67.57	68.510002	68.040001	67.57
1219	Business services and administration managers not elsewhere classified	2022	29.463699	.26236257	3.8164632	.44269887	.17953721	.75487268	.26434729	.82589149	.043698866	.47126704	2.6946173	57.189999	53.419998	9.79	61.439999	64.739998	67.57	68.510002	67.57	68.510002	68.040001	67.099998
1219	Business services and administration managers not elsewhere classified	2023	33.180885	.26236266	3.8193824	.44553438	.24470928	.75820231	.43260315	1.0707786	.044188175	.80865055	2.9999125	58.84	53.419998	9.79	61.439999	64.739998	67.57	68.510002	67.57	68.510002	68.040001	67.57
1221	Sales and marketing managers	2010	.26834476	.08304406		.027132496						.0042501744		66.160004	63.560001		68.040001						70.400002	
1221	Sales and marketing managers	2011	.4479546	.16525871		.032305099						.0085003488		65.68	63.560001		68.040001						70.400002	
1221	Sales and marketing managers	2012	.67974252	.17863531		.083057731				.00058843882		.022036154	.00058843882	66.160004	63.560001		68.040001				74.410004		70.400002	74.410004
1221	Sales and marketing managers	2013	2.809231	.19201194	1.0171434	.11778247				.0016445966		.035571959	.0016445966	14.03	63.560001	3.8900001	68.040001				74.410004		70.400002	74.410004
1221	Sales and marketing managers	2014	4.6459327	.20538855	1.622517	.15400328			.003597972	.014253555		.04538231	.014253555	14.27	63.560001	3.8900001	68.040001			75.830002	74.410004		70.400002	74.410004
1221	Sales and marketing managers	2015	8.3864059	.21996412	2.2278905	.19478065		.030323435	.0060460027	.025810139	.0034769124	.24207543	.093545511	21.58	63.560001	3.8900001	68.040001		81.489998	75.830002	74.410004	70.639999	70.400002	78.660004
1221	Sales and marketing managers	2016	13.77544	.27308437	2.3998318	.19907479	.052519448	.39274418	.15832333	.042901259	.0098515041	.27416331	.63034612	52	63.560001	3.8900001	68.040001	71.580002	81.489998	75.830002	74.410004	70.639999	70.400002	80.309998
