occ_code_onetsoc2010	occ_title_onetsoc2010	year	daioe_allapps	daioe_stratgames	daioe_videogames	daioe_imgrec	daioe_imgcompr	daioe_imggen	daioe_readcompr	daioe_lngmod	daioe_translat	daioe_speechrec	daioe_genai	pctl_rank_allapps	pctl_rank_stratgames	pctl_rank_videogames	pctl_rank_imgrec	pctl_rank_imgcompr	pctl_rank_imggen	pctl_rank_readcompr	pctl_rank_lngmod	pctl_rank_translat	pctl_rank_speechrec	pctl_rank_genai
11-1011.00	Chief Executives	2010	.23486593	.074625544		.02247096						.0037883697		38.349998	34.009998		31.73						57.919998	
11-1011.00	Chief Executives	2011	.39391577	.14850575		.026754877						.0075767394		39.18	34.009998		31.73						57.919998	
11-1011.00	Chief Executives	2012	.59390926	.16052634		.06878788				.00051562127		.019641805	.00051562127	42.080002	34.009998		31.73				61.130001		57.919998	61.130001
11-1011.00	Chief Executives	2013	2.4853101	.17254691	.91354758	.097546697			0	.0014410827		.03170687	.0014410827	2.54	34.009998	.67000002	31.73			46.330002	61.130001		57.919998	61.130001
11-1011.00	Chief Executives	2014	4.1109142	.18456748	1.4572639	.12754454			.0031538601	.012489717		.040451273	.012489717	2.74	34.009998	.67000002	31.73			61.650002	61.130001		57.919998	61.130001
11-1011.00	Chief Executives	2015	7.4137983	.19766547	2.0009804	.16131608		.025949035	.0052997209	.022616209	.0030295132	.2157726	.080985777	4.0900002	34.009998	.67000002	31.73		58.23	61.650002	61.130001	59.470001	57.919998	60.299999
11-1011.00	Chief Executives	2016	12.123868	.24540071	2.1554096	.16487247	.044478796	.33608764	.13878088	.037592351	.0085838418	.24437393	.54240435	15.06	34.009998	.67000002	31.73	47.150002	58.23	61.650002	61.130001	59.470001	57.919998	59.369999
11-1011.00	Chief Executives	2017	12.624156	.24703291	2.1693492	.18359785	.06136699	.3361353	.14257348	.040239386	.012395551	.25444856	.54580945	15.99	34.009998	.67000002	31.73	47.150002	58.23	61.650002	61.130001	59.470001	57.919998	59.369999
11-1011.00	Chief Executives	2018	14.815938	.24716972	2.4853048	.19447471	.06139854	.39745784	.14986348	.095531695	.017162178	.27990884	.77888304	17.129999	34.009998	.67000002	31.73	47.150002	58.23	61.650002	61.130001	59.470001	57.919998	59.470001
11-1011.00	Chief Executives	2019	19.350328	.24724148	3.1256022	.25552684	.066256747	.44331023	.20182888	.13692841	.033198643	.33362961	.9532674	18.48	34.009998	.67000002	31.73	47.150002	58.23	61.650002	61.130001	59.470001	57.919998	59.779999
11-1011.00	Chief Executives	2020	21.778605	.24727614	3.1452458	.31229219	.078708462	.53267294	.20458043	.33674264	.036689632	.37562484	1.5096966	23.959999	34.009998	.67000002	31.73	47.150002	58.23	61.650002	61.130001	59.470001	57.919998	59.889999
11-1011.00	Chief Executives	2021	23.99921	.24735539	3.148241	.36924353	.1393185	.68542814	.21608596	.40421143	.038238853	.39650261	1.9329596	28.83	34.009998	.67000002	31.73	47.150002	58.23	61.650002	61.130001	59.470001	57.919998	59.779999
11-1011.00	Chief Executives	2022	26.39291	.24735548	3.1574423	.38152879	.15887655	.71667451	.25624597	.79220253	.038989235	.42636946	2.5724089	32.970001	34.009998	.67000002	31.73	47.150002	58.23	61.650002	61.130001	59.470001	57.919998	60.200001
11-1011.00	Chief Executives	2023	29.841835	.24735555	3.1598575	.38397253	.21654882	.7198357	.41934541	1.0271004	.039425813	.73161054	2.8649678	39.18	34.009998	.67000002	31.73	47.150002	58.23	61.650002	61.130001	59.470001	57.919998	60.09
11-1011.03	Chief Sustainability Officers	2010	.30068237	.095378377		.028749535						.0048936093		74.900002	75.620003		68.480003						79.970001	
11-1011.03	Chief Sustainability Officers	2011	.50433159	.18980414		.034230411						.0097872186		75.620003	75.620003		68.480003						79.970001	
11-1011.03	Chief Sustainability Officers	2012	.76134193	.20516756		.088007793				.00069028436		.025372211	.00069028436	75.410004	75.620003		68.480003				82.870003		79.970001	82.870003
11-1011.03	Chief Sustainability Officers	2013	3.2237084	.22053097	1.1954945	.12480205			0	.0019292391		.040957205	.0019292391	43.119999	75.620003	20.450001	68.480003			92.489998	82.870003		79.970001	82.870003
11-1011.03	Chief Sustainability Officers	2014	5.347261	.23589438	1.9070175	.16318154			.0043516704	.016720524		.052252747	.016720524	45.290001	75.620003	20.450001	68.480003			85.970001	82.870003		79.970001	82.870003
11-1011.03	Chief Sustainability Officers	2015	9.655859	.25263482	2.6185403	.20638913		.033824041	.0073125116	.030277293	.0041343882	.27872321	.10692865	61.23	75.620003	20.450001	68.480003		84.940002	85.970001	82.870003	80.900002	79.970001	84.110001
11-1011.03	Chief Sustainability Officers	2016	15.85886	.31364489	2.8206308	.2109392	.057955302	.43808341	.19148871	.050326496	.0117144	.31566888	.7112937	73.029999	75.620003	20.450001	68.480003	76.449997	84.940002	85.970001	82.870003	80.900002	79.970001	85.139999
11-1011.03	Chief Sustainability Officers	2017	16.514654	.31573102	2.8388724	.2348966	.079960398	.43814555	.1967217	.053870197	.016916255	.32868272	.71583796	73.029999	75.620003	20.450001	68.480003	76.449997	84.940002	85.970001	82.870003	80.900002	79.970001	85.139999
11-1011.03	Chief Sustainability Officers	2018	19.396864	.31590587	3.252341	.24881256	.080001511	.51807821	.20678039	.12789239	.023421288	.36157089	1.0236342	72.93	75.620003	20.450001	68.480003	76.449997	84.940002	85.970001	82.870003	80.900002	79.970001	84.629997
11-1011.03	Chief Sustainability Officers	2019	25.365208	.31599757	4.0902529	.32692319	.086331688	.57784587	.27848184	.18331197	.04530631	.43096447	1.2539265	73.339996	75.620003	20.450001	68.480003	76.449997	84.940002	85.970001	82.870003	80.900002	79.970001	84.519997
11-1011.03	Chief Sustainability Officers	2020	28.554651	.31604186	4.1159587	.39954928	.10255612	.69432837	.28227839	.45081189	.050070476	.48521164	1.9909475	74.379997	75.620003	20.450001	68.480003	76.449997	84.940002	85.970001	82.870003	80.900002	79.970001	84.419998
11-1011.03	Chief Sustainability Officers	2021	31.467093	.31614316	4.1198783	.47241327	.18153022	.89344168	.29815364	.54113525	.052184701	.51218039	2.5485973	75.099998	75.620003	20.450001	68.480003	76.449997	84.940002	85.970001	82.870003	80.900002	79.970001	84.419998
11-1011.03	Chief Sustainability Officers	2022	34.640457	.31614327	4.1319199	.48813114	.20701413	.93417066	.35356608	1.0605557	.053208753	.55076075	3.3996453	76.040001	75.620003	20.450001	68.480003	76.449997	84.940002	85.970001	82.870003	80.900002	79.970001	84.209999
11-1011.03	Chief Sustainability Officers	2023	39.212631	.31614336	4.1350803	.49125767	.28216034	.93829119	.57860929	1.3750236	.05380455	.94505447	3.7902274	77.480003	75.620003	20.450001	68.480003	76.449997	84.940002	85.970001	82.870003	80.900002	79.970001	83.900002
11-1021.00	General and Operations Managers	2010	.22820653	.071953021		.021907821						.0037768576		33.59	26.66		27.379999						57.610001	
11-1021.00	General and Operations Managers	2011	.38263994	.1431874		.02608438						.0075537153		33.900002	26.66		27.379999						57.610001	
11-1021.00	General and Operations Managers	2012	.57768661	.1547775		.06706401				.00047852739		.019582119	.00047852739	37.220001	26.66		27.379999				57.299999		57.610001	57.299999
11-1021.00	General and Operations Managers	2013	2.6768537	.16636759	1.0707415	.095102109			0	.0013374111		.031610519	.0013374111	7.6100001	26.66	9.0600004	27.379999			43.009998	57.299999		57.610001	57.299999
11-1021.00	General and Operations Managers	2014	4.4333558	.17795768	1.7080151	.12434818			.0028873845	.011591209		.04032835	.011591209	7.6100001	26.66	9.0600004	27.379999			56.259998	57.299999		57.610001	57.299999
11-1021.00	General and Operations Managers	2015	7.9036651	.1905866	2.3452888	.1572734		.024082417	.0048519373	.020989202	.0031609403	.21511689	.075159907	10.4	26.66	9.0600004	27.379999		50.049999	56.259998	57.299999	61.650002	57.610001	54.299999
11-1021.00	General and Operations Managers	2016	12.555017	.23661233	2.5262902	.16074066	.043631922	.31191146	.127055	.034887962	.0089562275	.2436313	.50338614	22.719999	26.66	9.0600004	27.379999	45.290001	50.049999	56.259998	57.299999	61.650002	57.610001	53.049999
11-1021.00	General and Operations Managers	2017	13.058751	.23818608	2.5426285	.17899676	.060198564	.31195569	.13052715	.037344567	.012933297	.25367531	.50654626	23.76	26.66	9.0600004	27.379999	45.290001	50.049999	56.259998	57.299999	61.650002	57.610001	53.049999
11-1021.00	General and Operations Managers	2018	15.324353	.23831798	2.9129505	.18960105	.060229514	.36886704	.1372012	.088659145	.017906709	.27905822	.7228533	25.209999	26.66	9.0600004	27.379999	45.290001	50.049999	56.259998	57.299999	61.650002	57.610001	53.259998
11-1021.00	General and Operations Managers	2019	20.02809	.23838718	3.6634238	.24912317	.064995222	.41142106	.18477596	.12707779	.034638867	.33261573	.88469303	26.450001	26.66	9.0600004	27.379999	45.290001	50.049999	56.259998	57.299999	61.650002	57.610001	54.400002
11-1021.00	General and Operations Managers	2020	22.390627	.23842059	3.6864471	.30446595	.07720986	.49435553	.18729502	.3125174	.038281303	.37448338	1.401094	30.9	26.66	9.0600004	27.379999	45.290001	50.049999	56.259998	57.299999	61.650002	57.610001	54.299999
11-1021.00	General and Operations Managers	2021	24.526091	.238497	3.6899579	.35999006	.13666588	.63612241	.19782843	.37513247	.039897732	.39529771	1.793909	33.700001	26.66	9.0600004	27.379999	45.290001	50.049999	56.259998	57.299999	61.650002	57.610001	54.09
11-1021.00	General and Operations Managers	2022	26.820456	.23849708	3.7007427	.37196746	.15585157	.66512108	.23459522	.73521155	.040680669	.4250738	2.387357	37.419998	26.66	9.0600004	27.379999	45.290001	50.049999	56.259998	57.299999	61.650002	57.610001	54.610001
11-1021.00	General and Operations Managers	2023	30.135094	.23849715	3.7035732	.37434992	.21242575	.66805482	.38391408	.95321089	.041136183	.72938722	2.6588695	41.150002	26.66	9.0600004	27.379999	45.290001	50.049999	56.259998	57.299999	61.650002	57.610001	54.610001
11-2011.00	Advertising and Promotions Managers	2010	.29510438	.089018233		.031746835						.0044488148		72.410004	67.339996		80.900002						70.339996	
11-2011.00	Advertising and Promotions Managers	2011	.48990428	.17714739		.037799124						.0088976296		71.480003	67.339996		80.900002						70.339996	
11-2011.00	Advertising and Promotions Managers	2012	.74709731	.19148631		.097183101				.00060896861		.023066055	.00060896861	72.519997	67.339996		80.900002				72.519997		70.339996	72.519997
11-2011.00	Advertising and Promotions Managers	2013	3.1295464	.20582524	1.145139	.13781337			0	.0017019743		.037234481	.0017019743	35.040001	67.339996	14.86	80.900002			1.6	72.519997		70.339996	72.519997
11-2011.00	Advertising and Promotions Managers	2014	5.1656175	.22016418	1.8266919	.18019412			.0036203433	.014750838		.047503337	.014750838	34.73	67.339996	14.86	80.900002			70.550003	72.519997		70.339996	72.519997
11-2011.00	Advertising and Promotions Managers	2015	9.2760878	.23578832	2.5082445	.22790636		.034471795	.0060835951	.026710616	.00360423	.25338927	.10179154	49.740002	67.339996	14.86	80.900002		86.800003	70.550003	72.519997	70.550003	70.339996	79.550003
11-2011.00	Advertising and Promotions Managers	2016	15.16764	.29273003	2.7018225	.23293081	.060961846	.44647306	.15930773	.044398021	.010212246	.28697681	.70221078	65.480003	67.339996	14.86	80.900002	82.25	86.800003	70.550003	72.519997	70.550003	70.339996	83.699997
11-2011.00	Advertising and Promotions Managers	2017	15.802953	.29467705	2.7192962	.25938588	.084108502	.44653639	.16366129	.04752427	.014747061	.2988078	.70629013	65.889999	67.339996	14.86	80.900002	82.25	86.800003	70.550003	72.519997	70.550003	70.339996	83.589996
11-2011.00	Advertising and Promotions Managers	2018	18.536346	.29484022	3.1153488	.27475268	.084151745	.52799982	.17202954	.11282662	.020417944	.32870668	.99892914	66.300003	67.339996	14.86	80.900002	82.25	86.800003	70.550003	72.519997	70.550003	70.339996	82.660004
11-2011.00	Advertising and Promotions Managers	2019	24.209709	.29492584	3.9179668	.36100677	.090810321	.58891207	.23168108	.16171776	.039496616	.39179286	1.217876	66.510002	67.339996	14.86	80.900002	82.25	86.800003	70.550003	72.519997	70.550003	70.339996	82.139999
11-2011.00	Advertising and Promotions Managers	2020	27.273014	.29496717	3.9425902	.44120452	.10787642	.70762527	.23483959	.39770609	.043649867	.44110936	1.9073306	67.650002	67.339996	14.86	80.900002	82.25	86.800003	70.550003	72.519997	70.550003	70.339996	80.489998
11-2011.00	Advertising and Promotions Managers	2021	30.129333	.29506171	3.9463449	.52166504	.19094746	.91055173	.24804689	.47738937	.045492981	.46562684	2.4442618	69.099998	67.339996	14.86	80.900002	82.25	86.800003	70.550003	72.519997	70.550003	70.339996	80.589996
11-2011.00	Advertising and Promotions Managers	2022	33.072968	.2950618	3.9578788	.53902155	.2177534	.95206076	.2941469	.93562186	.046385717	.50070053	3.219835	69.620003	67.339996	14.86	80.900002	82.25	86.800003	70.550003	72.519997	70.550003	70.339996	79.349998
11-2011.00	Advertising and Promotions Managers	2023	37.238392	.29506189	3.960906	.54247403	.29679799	.95626014	.48137015	1.2130454	.046905115	.85915577	3.5697229	69.82	67.339996	14.86	80.900002	82.25	86.800003	70.550003	72.519997	70.550003	70.339996	78.830002
11-2021.00	Marketing Managers	2010	.29213661	.089433685		.030679146						.0043940097		70.959999	67.959999		77.07						69	
11-2021.00	Marketing Managers	2011	.48601997	.17797412		.036527891						.0087880194		70.239998	67.959999		77.07						69	
11-2021.00	Marketing Managers	2012	.73888171	.19237997		.093914703				.00062390277		.022781905	.00062390277	70.760002	67.959999		77.07				74.480003		69	74.480003
11-2021.00	Marketing Managers	2013	3.026515	.20678581	1.0869263	.13317853			0	.0017437127		.03677579	.0017437127	27.799999	67.959999	10.51	77.07			31.52	74.480003		69	74.480003
11-2021.00	Marketing Managers	2014	5.0012326	.22119166	1.7338327	.17413399			.0038700316	.015112584		.046918146	.015112584	28.309999	67.959999	10.51	77.07			75.309998	74.480003		69	74.480003
11-2021.00	Marketing Managers	2015	9.0138092	.23688872	2.3807392	.22024161		.034480844	.0065031694	.027365657	.0036217645	.2502678	.10295594	39.799999	67.959999	10.51	77.07		86.900002	75.309998	74.480003	70.959999	69	81
11-2021.00	Marketing Managers	2016	14.89343	.29409617	2.5644767	.22509706	.058746334	.44659019	.17029488	.045486815	.010261929	.28344157	.70602047	61.959999	67.959999	10.51	77.07	78.419998	86.900002	75.309998	74.480003	70.959999	69	84.209999
11-2021.00	Marketing Managers	2017	15.518521	.29605228	2.5810618	.25066245	.081051782	.44665352	.17494869	.04868973	.014818805	.29512683	.71018749	62.580002	67.959999	10.51	77.07	78.419998	86.900002	75.309998	74.480003	70.959999	69	84.209999
11-2021.00	Marketing Managers	2018	18.209003	.29621622	2.9569814	.26551241	.081093453	.52813834	.1838941	.11559352	.020517275	.32465738	1.0062466	62.779999	67.959999	10.51	77.07	78.419998	86.900002	75.309998	74.480003	70.959999	69	83.07
11-2021.00	Marketing Managers	2019	23.788759	.29630223	3.7187986	.34886569	.087510034	.58906657	.2476597	.16568364	.03968877	.38696641	1.227753	63.099998	67.959999	10.51	77.07	78.419998	86.900002	75.309998	74.480003	70.959999	69	82.760002
11-2021.00	Marketing Managers	2020	26.836094	.29634374	3.7421703	.4263663	.10395591	.70781088	.25103605	.40745923	.043862224	.43567535	1.9271506	64.860001	67.959999	10.51	77.07	78.419998	86.900002	75.309998	74.480003	70.959999	69	81.419998
11-2021.00	Marketing Managers	2021	29.675138	.29643872	3.745734	.50412083	.18400793	.91079062	.26515424	.48909661	.045714308	.45989081	2.4692223	66.510002	67.959999	10.51	77.07	78.419998	86.900002	75.309998	74.480003	70.959999	69	81.519997
11-2021.00	Marketing Managers	2022	32.641022	.29643884	3.7566817	.52089363	.20983967	.95231056	.31443366	.95856655	.046611387	.49453244	3.2594421	67.650002	67.959999	10.51	77.07	78.419998	86.900002	75.309998	74.480003	70.959999	69	80.379997
11-2021.00	Marketing Managers	2023	36.846905	.29643893	3.7595551	.52423	.28601158	.95651108	.51456928	1.2427934	.047133308	.84857184	3.6169755	68.169998	67.959999	10.51	77.07	78.419998	86.900002	75.309998	74.480003	70.959999	69	79.870003
11-2022.00	Sales Managers	2010	.24455291	.076654434		.023585847						.0041063391		46.330002	39.080002		38.66						63.41	
11-2022.00	Sales Managers	2011	.40988922	.15254328		.028082307						.0082126781		47.259998	39.080002		38.66						63.41	
11-2022.00	Sales Managers	2012	.62060326	.16489066		.072200753				.00055297493		.021290403	.00055297493	49.119999	39.080002		38.66				65.370003		63.41	65.370003
11-2022.00	Sales Managers	2013	2.5919468	.17723805	.94736034	.10238642			0	.0015454807		.034368128	.0015454807	4.8099999	39.080002	1.6	38.66			26.040001	65.370003		63.41	65.370003
11-2022.00	Sales Managers	2014	4.2906327	.18958543	1.5112011	.13387257			.0033259124	.013394525		.043846473	.013394525	4.71	39.080002	1.6	38.66			64.860001	65.370003		63.41	65.370003
11-2022.00	Sales Managers	2015	7.7590027	.20303953	2.075042	.16931967		.026166027	.005588836	.024254624	.0033320603	.23388305	.084135085	8.0200005	39.080002	1.6	38.66		59.060001	64.860001	65.370003	64.650002	63.41	62.580002
11-2022.00	Sales Managers	2016	12.657451	.25207257	2.2351868	.17305252	.046292566	.33889812	.14635178	.040315703	.0094410796	.26488498	.55467176	24.9	39.080002	1.6	38.66	51.919998	59.060001	64.860001	65.370003	64.650002	63.41	60.299999
11-2022.00	Sales Managers	2017	13.185474	.25374916	2.2496424	.19270694	.063869432	.33894619	.15035127	.043154497	.013633452	.27580521	.5582974	26.35	39.080002	1.6	38.66	51.919998	59.060001	64.860001	65.370003	64.650002	63.41	60.299999
11-2022.00	Sales Managers	2018	15.481391	.25388968	2.5772924	.20412345	.063902266	.40078151	.15803897	.10245242	.018876106	.30340242	.80053723	27.690001	39.080002	1.6	38.66	51.919998	59.060001	64.860001	65.370003	64.650002	63.41	60.919998
11-2022.00	Sales Managers	2019	20.240925	.25396341	3.2412889	.26820466	.06895858	.44701731	.21283926	.14684808	.036514074	.36163217	.9817816	29.040001	39.080002	1.6	38.66	51.919998	59.060001	64.860001	65.370003	64.650002	63.41	61.439999
11-2022.00	Sales Managers	2020	22.79743	.25399899	3.2616596	.32778639	.081918061	.53712732	.2157409	.36113769	.040353693	.40715221	1.5640994	35.459999	39.080002	1.6	38.66	51.919998	59.060001	64.860001	65.370003	64.650002	63.41	62.470001
11-2022.00	Sales Managers	2021	25.119194	.25408041	3.2647657	.38756335	.14499967	.69115984	.2278741	.43349421	.04205763	.4297823	2.0016308	39.490002	39.080002	1.6	38.66	51.919998	59.060001	64.860001	65.370003	64.650002	63.41	62.470001
11-2022.00	Sales Managers	2022	27.651117	.25408047	3.2743077	.40045813	.16535528	.72266752	.27022496	.84959304	.042882953	.462156	2.6782377	43.630001	39.080002	1.6	38.66	51.919998	59.060001	64.860001	65.370003	64.650002	63.41	62.779999
11-2022.00	Sales Managers	2023	31.32287	.25408056	3.2768121	.40302309	.22537932	.72585517	.44222191	1.1015079	.043363124	.79301685	2.990015	48.189999	39.080002	1.6	38.66	51.919998	59.060001	64.860001	65.370003	64.650002	63.41	63.099998
11-2031.00	Public Relations and Fundraising Managers	2010	.2682234	.08200071		.026889011						.004565238		60.400002	54.189999		58.639999						72.410004	
11-2031.00	Public Relations and Fundraising Managers	2011	.44807401	.16318244		.032015197						.009130476		60.509998	54.189999		58.639999						72.410004	
11-2031.00	Public Relations and Fundraising Managers	2012	.68309486	.17639099		.082312375				.00062560057		.023669682	.00062560057	61.650002	54.189999		58.639999				74.900002		72.410004	74.900002
11-2031.00	Public Relations and Fundraising Managers	2013	2.8311398	.18959954	1.0223174	.1167255			0	.001748458		.038208891	.001748458	14.75	54.189999	5.9499998	58.639999			67.239998	74.900002		72.410004	74.900002
11-2031.00	Public Relations and Fundraising Managers	2014	4.6927347	.2028081	1.6307704	.15262125			.0037877506	.015153712		.048746478	.015153712	15.37	54.189999	5.9499998	58.639999			73.550003	74.900002		72.410004	74.900002
11-2031.00	Public Relations and Fundraising Managers	2015	8.5496655	.21720055	2.2392235	.19303268		.032193284	.0063649053	.027440133	.0038686655	.26002035	.099409804	26.450001	54.189999	5.9499998	58.639999		80.489998	73.550003	74.900002	75.720001	72.410004	77.07
11-2031.00	Public Relations and Fundraising Managers	2016	14.160353	.26965344	2.4120393	.1972883	.054458898	.41696209	.16667427	.04561061	.010961499	.29448688	.66957867	51.400002	54.189999	5.9499998	58.639999	69.309998	80.489998	73.550003	74.900002	75.720001	72.410004	79.349998
11-2031.00	Public Relations and Fundraising Managers	2017	14.757166	.27144694	2.4276388	.2196953	.075136438	.41702121	.17122912	.048822243	.015829023	.30662748	.67372096	52.740002	54.189999	5.9499998	58.639999	69.309998	80.489998	73.550003	74.900002	75.720001	72.410004	79.449997
11-2031.00	Public Relations and Fundraising Managers	2018	17.345289	.27159727	2.7812128	.23271069	.075175069	.49310011	.17998435	.1159081	.021915969	.33730879	.95976776	54.189999	54.189999	5.9499998	58.639999	69.309998	80.489998	73.550003	74.900002	75.720001	72.410004	78.730003
11-2031.00	Public Relations and Fundraising Managers	2019	22.694122	.27167612	3.4977462	.3057664	.081123352	.54998618	.24239422	.16613454	.042394407	.40204591	1.1737856	55.02	54.189999	5.9499998	58.639999	69.309998	80.489998	73.550003	74.900002	75.720001	72.410004	78.730003
11-2031.00	Public Relations and Fundraising Managers	2020	25.628798	.27171421	3.5197284	.37369248	.096368976	.66085267	.24569878	.40856808	.046852373	.45265299	1.8549744	58.75	54.189999	5.9499998	58.639999	69.309998	80.489998	73.550003	74.900002	75.720001	72.410004	77.800003
11-2031.00	Public Relations and Fundraising Managers	2021	28.32753	.27180129	3.5230803	.44184113	.17057861	.85036612	.25951681	.49042764	.048830714	.47781211	2.3754537	60.400002	54.189999	5.9499998	58.639999	69.309998	80.489998	73.550003	74.900002	75.720001	72.410004	77.800003
11-2031.00	Public Relations and Fundraising Managers	2022	31.221081	.27180138	3.5333774	.45654181	.19452509	.88913149	.30774853	.96117526	.049788948	.51380366	3.1551421	62.060001	54.189999	5.9499998	58.639999	69.309998	80.489998	73.550003	74.900002	75.720001	72.410004	76.449997
11-2031.00	Public Relations and Fundraising Managers	2023	35.387791	.27180144	3.5360799	.45946598	.26513779	.89305335	.50362909	1.2461758	.050346453	.88163942	3.5109293	63.720001	54.189999	5.9499998	58.639999	69.309998	80.489998	73.550003	74.900002	75.720001	72.410004	76.139999
11-3011.00	Administrative Services Managers	2010	.25862375	.080235347		.02558903						.0042675454		54.810001	49.639999		51.400002						66.510002	
11-3011.00	Administrative Services Managers	2011	.43252277	.15966934		.030467384						.0085350908		55.23	49.639999		51.400002						66.510002	
11-3011.00	Administrative Services Managers	2012	.65519226	.17259355		.078332886				.00052126427		.022126218	.00052126427	56.880001	49.639999		51.400002				62.16		66.510002	62.16
11-3011.00	Administrative Services Managers	2013	3.0567365	.18551774	1.2273774	.11108226			0	.0014568542		.035717346	.0014568542	30.18	49.639999	22.93	51.400002			25.1	62.16		66.510002	62.16
11-3011.00	Administrative Services Managers	2014	5.0587912	.19844194	1.9578761	.1452426			.0032265249	.01262641		.045567796	.01262641	30.690001	49.639999	22.93	51.400002			63.299999	62.16		66.510002	62.16
11-3011.00	Administrative Services Managers	2015	8.9989758	.21252453	2.6883748	.18370029		.026917566	.0054218266	.022863731	.003482827	.24306479	.082981512	39.389999	49.639999	22.93	51.400002		62.369999	63.299999	62.16	67.550003	66.510002	61.849998
11-3011.00	Administrative Services Managers	2016	14.233685	.26384816	2.8958545	.18775016	.049764063	.34863189	.1419784	.038003776	.0098682623	.27528378	.55941778	52.950001	49.639999	22.93	51.400002	59.68	62.369999	63.299999	62.16	67.550003	66.510002	60.82
11-3011.00	Administrative Services Managers	2017	14.805233	.26560307	2.914583	.20907387	.068659022	.34868133	.14585836	.040679783	.014250328	.28663272	.56287068	53.669998	49.639999	22.93	51.400002	59.68	62.369999	63.299999	62.16	67.550003	66.510002	60.82
11-3011.00	Administrative Services Managers	2018	17.362909	.26575017	3.3390782	.22146001	.068694323	.41229266	.15331633	.096577227	.019730195	.31531334	.80163902	54.610001	49.639999	22.93	51.400002	59.68	62.369999	63.299999	62.16	67.550003	66.510002	61.02
11-3011.00	Administrative Services Managers	2019	22.692993	.26582733	4.1993361	.29098377	.074129812	.45985648	.20647901	.138427	.038166232	.37582904	.98028338	54.919998	49.639999	22.93	51.400002	59.68	62.369999	63.299999	62.16	67.550003	66.510002	61.34
11-3011.00	Administrative Services Managers	2020	25.34551	.26586458	4.225728	.35562587	.088061124	.55255455	.20929395	.34042805	.042179585	.42313612	1.5486622	56.880001	49.639999	22.93	51.400002	59.68	62.369999	63.299999	62.16	67.550003	66.510002	61.959999
11-3011.00	Administrative Services Managers	2021	27.751184	.26594979	4.2297521	.4204798	.15587325	.71101123	.22106457	.40863526	.04396062	.44665465	1.983248	57.400002	49.639999	22.93	51.400002	59.68	62.369999	63.299999	62.16	67.550003	66.510002	62.060001
11-3011.00	Administrative Services Managers	2022	30.309563	.26594988	4.2421145	.43446976	.17775533	.74342388	.26214984	.80087268	.044823285	.48029923	2.6334059	57.82	49.639999	22.93	51.400002	59.68	62.369999	63.299999	62.16	67.550003	66.510002	61.849998
11-3011.00	Administrative Services Managers	2023	34.018513	.26594996	4.2453589	.43725258	.2422806	.74670303	.42900705	1.0383414	.045325186	.82414901	2.9299641	58.639999	49.639999	22.93	51.400002	59.68	62.369999	63.299999	62.16	67.550003	66.510002	62.060001
11-3021.00	Computer and Information Systems Managers	2010	.29684284	.096111931		.02877105						.0042501646		72.93	76.550003		68.690002						66.300003	
11-3021.00	Computer and Information Systems Managers	2011	.49729705	.19126393		.03425603						.0085003292		73.139999	76.550003		68.690002						66.300003	
11-3021.00	Computer and Information Systems Managers	2012	.74498504	.20674551		.088073656				.0006214084		.022036105	.0006214084	72	76.550003		68.690002				73.959999		66.300003	73.959999
11-3021.00	Computer and Information Systems Managers	2013	3.2972486	.22222708	1.2803497	.12489545			0	.0017367415		.035571884	.0017367415	50.259998	76.550003	28.83	68.690002			75.519997	73.959999		66.300003	73.959999
11-3021.00	Computer and Information Systems Managers	2014	5.4598632	.23770866	2.042376	.16330366			.0039435141	.015052167		.045382213	.015052167	52.02	76.550003	28.83	68.690002			76.860001	73.959999		66.300003	73.959999
11-3021.00	Computer and Information Systems Managers	2015	9.680562	.25457785	2.8044021	.20654359		.031563625	.0066266488	.027256254	.003628392	.24207489	.09807317	61.849998	76.550003	28.83	68.690002		78.309998	76.860001	73.959999	71.07	66.300003	75.720001
11-3021.00	Computer and Information Systems Managers	2016	15.606581	.31605715	3.0208366	.21109708	.055654231	.40880686	.17352839	.045304969	.010280706	.27416268	.65839547	70.339996	76.550003	28.83	68.690002	71.379997	78.309998	76.860001	73.959999	71.07	66.300003	77.900002
11-3021.00	Computer and Information Systems Managers	2017	16.234903	.31815931	3.0403733	.2350724	.076785631	.40886483	.17827055	.04849508	.014845921	.28546539	.66250366	70.650002	76.550003	28.83	68.690002	71.379997	78.309998	76.860001	73.959999	71.07	66.300003	77.900002
11-3021.00	Computer and Information Systems Managers	2018	19.038198	.3183355	3.4831893	.24899878	.076825105	.48345569	.18738581	.11513141	.02055482	.31402922	.9447338	70.650002	76.550003	28.83	68.690002	71.379997	78.309998	76.860001	73.959999	71.07	66.300003	77.279999
11-3021.00	Computer and Information Systems Managers	2019	24.860708	.31842792	4.3805752	.32716787	.082903951	.53922915	.25236216	.16502126	.039761394	.37429845	1.1558965	70.760002	76.550003	28.83	68.690002	71.379997	78.309998	76.860001	73.959999	71.07	66.300003	77.169998
11-3021.00	Computer and Information Systems Managers	2020	27.846033	.31847256	4.4081059	.39984828	.098484203	.64792722	.25580263	.40583029	.043942489	.42141289	1.8289804	70.959999	76.550003	28.83	68.690002	71.379997	78.309998	76.860001	73.959999	71.07	66.300003	75.93
