occ_code_soc2010	occ_title_soc2010	year	daioe_allapps	daioe_stratgames	daioe_videogames	daioe_imgrec	daioe_imgcompr	daioe_imggen	daioe_readcompr	daioe_lngmod	daioe_translat	daioe_speechrec	daioe_genai	pctl_rank_allapps	pctl_rank_stratgames	pctl_rank_videogames	pctl_rank_imgrec	pctl_rank_imgcompr	pctl_rank_imggen	pctl_rank_readcompr	pctl_rank_lngmod	pctl_rank_translat	pctl_rank_speechrec	pctl_rank_genai
11-1011	 Chief Executives	2010	.26777416	.08500196	0	.025610248	0	0	0	0	0	.0043409895	0	65.089996	65.349998	71.18	56.150002	3.5599999	8.4799995	11.72	5.3800001	86.330002	69.620003	9.2600002
11-1011	 Chief Executives	2011	.44912368	.16915494	0	.030492645	0	0	0	0	0	.008681979	0	65.349998	65.349998	35.82	56.150002	4.73	70.790001	88.540001	77.139999	24.68	69.620003	46.57
11-1011	 Chief Executives	2012	.6776256	.18284695	0	.07839784	0	0	0	.00060295279	0	.022507008	.00060295279	64.830002	65.349998	58.23	56.150002	28.690001	77.139999	30.120001	75.059998	91	69.620003	75.059998
11-1011	 Chief Executives	2013	2.8545094	.19653894	1.0545211	.11117437	0	0	0	.0016851609	0	.036332037	.0016851609	16.9	65.349998	8.6099997	56.150002	82.580002	18.07	72.339996	75.059998	31.799999	69.620003	75.059998
11-1011	 Chief Executives	2014	4.7290878	.21023093	1.6821408	.14536303	0	0	.0037527652	.014605121	0	.046352006	.014605121	17.16	65.349998	8.6099997	56.150002	92.940002	52.139999	76.360001	75.059998	95.660004	69.620003	75.059998
11-1011	 Chief Executives	2015	8.5348282	.22515015	2.3097606	.18385261	0	.029886538	.006306116	.02644675	.0035819507	.24724792	.093957216	26.360001	65.349998	8.6099997	56.150002	93.330002	77.400002	76.360001	75.059998	72.089996	69.620003	75.190002
11-1011	 Chief Executives	2016	13.991364	.27952281	2.4880202	.18790583	.051217049	.38708556	.16513479	.043959428	.01014912	.2800214	.62684906	53.299999	65.349998	8.6099997	56.150002	66.650002	77.400002	76.360001	75.059998	72.089996	69.620003	76.360001
11-1011	 Chief Executives	2017	14.569406	.28138196	2.5041108	.20924722	.070663691	.38714045	.16964757	.04705479	.014655903	.29156566	.63082367	53.950001	65.349998	8.6099997	56.150002	66.650002	77.400002	76.360001	75.059998	72.089996	69.620003	76.099998
11-1011	 Chief Executives	2018	17.106401	.2815378	2.8688231	.22164364	.070700027	.45776802	.17832193	.11171205	.020291733	.32073987	.90125859	54.73	65.349998	8.6099997	56.150002	66.650002	77.400002	76.360001	75.059998	72.089996	69.620003	76.099998
11-1011	 Chief Executives	2019	22.357769	.28161955	3.6079276	.29122502	.076294214	.51057804	.24015535	.16012019	.039252475	.38229704	1.1035969	56.540001	65.349998	8.6099997	56.150002	66.650002	77.400002	76.360001	75.059998	72.089996	69.620003	75.970001
11-1011	 Chief Executives	2020	25.166628	.28165901	3.6306024	.35592073	.09063229	.61350065	.24342941	.39377728	.043380056	.43041825	1.750322	59.259998	65.349998	8.6099997	56.150002	66.650002	77.400002	76.360001	75.059998	72.089996	69.620003	75.580002
11-1011	 Chief Executives	2021	27.733152	.28174928	3.6340597	.42082843	.16042437	.78943491	.2571198	.47267336	.045211777	.4543415	2.2407784	61.720001	65.349998	8.6099997	56.150002	66.650002	77.400002	76.360001	75.059998	72.089996	69.620003	75.709999
11-1011	 Chief Executives	2022	30.516685	.28174937	3.6446812	.43482998	.18294534	.82542259	.30490601	.92637908	.046098996	.48856512	2.986027	62.889999	65.349998	8.6099997	56.150002	66.650002	77.400002	76.360001	75.059998	72.089996	69.620003	75.32
11-1011	 Chief Executives	2023	34.527233	.28174946	3.6474688	.4376151	.24935459	.82906348	.49897733	1.201062	.04661518	.83833253	3.3275976	64.050003	65.349998	8.6099997	56.150002	66.650002	77.400002	76.360001	75.059998	72.089996	69.620003	75.32
11-1021	 General and Operations Managers	2010	.22820653	.071953021	0	.021907821	0	0	0	0	0	.0037768576	0	37.240002	29.08	95.529999	30.629999	9.2600002	79.470001	48.119999	56.41	57.970001	59.779999	77.910004
11-1021	 General and Operations Managers	2011	.38263994	.1431874	0	.02608438	0	0	0	0	0	.0075537153	0	37.630001	29.08	96.309998	30.629999	91	24.940001	65.089996	10.3	43.720001	59.779999	25.84
11-1021	 General and Operations Managers	2012	.57768661	.1547775	0	.06706401	0	0	0	.00047852739	0	.019582119	.00047852739	41.52	29.08	4.9899998	30.629999	65.089996	21.440001	60.299999	60.689999	92.550003	59.779999	60.689999
11-1021	 General and Operations Managers	2013	2.6768537	.16636759	1.0707415	.095102109	0	0	0	.0013374111	0	.031610519	.0013374111	7.8400002	29.08	10.17	30.629999	51.75	89.050003	30.629999	60.689999	56.41	59.779999	60.689999
11-1021	 General and Operations Managers	2014	4.4333558	.17795768	1.7080151	.12434818	0	0	.0028873845	.011591209	0	.04032835	.011591209	7.8400002	29.08	10.17	30.629999	40.48	16.52	60.299999	60.689999	92.940002	59.779999	60.689999
11-1021	 General and Operations Managers	2015	7.9036651	.1905866	2.3452888	.1572734	0	.024082417	.0048519373	.020989202	.0031609403	.21511689	.075159907	11.2	29.08	10.17	30.629999	76.099998	54.599998	60.299999	60.689999	63.669998	59.779999	57.709999
11-1021	 General and Operations Managers	2016	12.555017	.23661233	2.5262902	.16074066	.043631922	.31191146	.127055	.034887962	.0089562275	.2436313	.50338614	24.549999	29.08	10.17	30.629999	50.580002	54.599998	60.299999	60.689999	63.669998	59.779999	56.93
11-1021	 General and Operations Managers	2017	13.058751	.23818608	2.5426285	.17899676	.060198564	.31195569	.13052715	.037344567	.012933297	.25367531	.50654626	25.58	29.08	10.17	30.629999	50.580002	54.599998	60.299999	60.689999	63.669998	59.779999	56.93
11-1021	 General and Operations Managers	2018	15.324353	.23831798	2.9129505	.18960105	.060229514	.36886704	.1372012	.088659145	.017906709	.27905822	.7228533	27.4	29.08	10.17	30.629999	50.580002	54.599998	60.299999	60.689999	63.669998	59.779999	56.799999
11-1021	 General and Operations Managers	2019	20.02809	.23838718	3.6634238	.24912317	.064995222	.41142106	.18477596	.12707779	.034638867	.33261573	.88469303	28.950001	29.08	10.17	30.629999	50.580002	54.599998	60.299999	60.689999	63.669998	59.779999	57.709999
11-1021	 General and Operations Managers	2020	22.390627	.23842059	3.6864471	.30446595	.07720986	.49435553	.18729502	.3125174	.038281303	.37448338	1.401094	33.48	29.08	10.17	30.629999	50.580002	54.599998	60.299999	60.689999	63.669998	59.779999	57.580002
11-1021	 General and Operations Managers	2021	24.526091	.238497	3.6899579	.35999006	.13666588	.63612241	.19782843	.37513247	.039897732	.39529771	1.793909	36.459999	29.08	10.17	30.629999	50.580002	54.599998	60.299999	60.689999	63.669998	59.779999	57.450001
11-1021	 General and Operations Managers	2022	26.820456	.23849708	3.7007427	.37196746	.15585157	.66512108	.23459522	.73521155	.040680669	.4250738	2.387357	41.130001	29.08	10.17	30.629999	50.580002	54.599998	60.299999	60.689999	63.669998	59.779999	58.23
11-1021	 General and Operations Managers	2023	30.135094	.23849715	3.7035732	.37434992	.21242575	.66805482	.38391408	.95321089	.041136183	.72938722	2.6588695	44.880001	29.08	10.17	30.629999	50.580002	54.599998	60.299999	60.689999	63.669998	59.779999	58.23
11-1031	 Legislators		0	0	0	0	0	0	0	0	0	0	0	62.5	71.32	6.6199999	2.21	9.5600004	22.790001	56.619999	31.620001	47.790001	40.439999	74.260002
11-2011	 Advertising and Promotions Managers	2010	.29510438	.089018233	0	.031746835	0	0	0	0	0	.0044488148	0	76.75	72.860001	21.83	83.349998	18.33	78.040001	67.68	23.9	50.450001	72.089996	5.1199999
11-2011	 Advertising and Promotions Managers	2011	.48990428	.17714739	0	.037799124	0	0	0	0	0	.0088976296	0	76.099998	72.860001	49.290001	83.349998	57.450001	27.01	38.669998	93.199997	24.290001	72.089996	44.110001
11-2011	 Advertising and Promotions Managers	2012	.74709731	.19148631	0	.097183101	0	0	0	.00060896861	0	.023066055	.00060896861	76.620003	72.860001	88.540001	83.349998	59.52	62.240002	39.57	75.839996	71.050003	72.089996	75.839996
11-2011	 Advertising and Promotions Managers	2013	3.1295464	.20582524	1.145139	.13781337	0	0	0	.0017019743	0	.037234481	.0017019743	36.459999	72.860001	16	83.349998	12.89	45.790001	34.130001	75.839996	52.66	72.089996	75.839996
11-2011	 Advertising and Promotions Managers	2014	5.1656175	.22016418	1.8266919	.18019412	0	0	.0036203433	.014750838	0	.047503337	.014750838	36.330002	72.860001	16	83.349998	12.5	41.900002	74.160004	75.839996	72.730003	72.089996	75.839996
11-2011	 Advertising and Promotions Managers	2015	9.2760878	.23578832	2.5082445	.22790636	0	.034471795	.0060835951	.026710616	.00360423	.25338927	.10179154	52.400002	72.860001	16	83.349998	35.950001	88.919998	74.160004	75.839996	72.860001	72.089996	82.059998
11-2011	 Advertising and Promotions Managers	2016	15.16764	.29273003	2.7018225	.23293081	.060961846	.44647306	.15930773	.044398021	.010212246	.28697681	.70221078	70.010002	72.860001	16	83.349998	84.519997	88.919998	74.160004	75.839996	72.860001	72.089996	86.589996
11-2011	 Advertising and Promotions Managers	2017	15.802953	.29467705	2.7192962	.25938588	.084108502	.44653639	.16366129	.04752427	.014747061	.2988078	.70629013	70.139999	72.860001	16	83.349998	84.519997	88.919998	74.160004	75.839996	72.860001	72.089996	86.459999
11-2011	 Advertising and Promotions Managers	2018	18.536346	.29484022	3.1153488	.27475268	.084151745	.52799982	.17202954	.11282662	.020417944	.32870668	.99892914	70.660004	72.860001	16	83.349998	84.519997	88.919998	74.160004	75.839996	72.860001	72.089996	85.300003
11-2011	 Advertising and Promotions Managers	2019	24.209709	.29492584	3.9179668	.36100677	.090810321	.58891207	.23168108	.16171776	.039496616	.39179286	1.217876	70.790001	72.860001	16	83.349998	84.519997	88.919998	74.160004	75.839996	72.860001	72.089996	84.779999
11-2011	 Advertising and Promotions Managers	2020	27.273014	.29496717	3.9425902	.44120452	.10787642	.70762527	.23483959	.39770609	.043649867	.44110936	1.9073306	71.440002	72.860001	16	83.349998	84.519997	88.919998	74.160004	75.839996	72.860001	72.089996	83.230003
11-2011	 Advertising and Promotions Managers	2021	30.129333	.29506171	3.9463449	.52166504	.19094746	.91055173	.24804689	.47738937	.045492981	.46562684	2.4442618	73.25	72.860001	16	83.349998	84.519997	88.919998	74.160004	75.839996	72.860001	72.089996	83.349998
11-2011	 Advertising and Promotions Managers	2022	33.072968	.2950618	3.9578788	.53902155	.2177534	.95206076	.2941469	.93562186	.046385717	.50070053	3.219835	73.25	72.860001	16	83.349998	84.519997	88.919998	74.160004	75.839996	72.860001	72.089996	81.93
11-2011	 Advertising and Promotions Managers	2023	37.238392	.29506189	3.960906	.54247403	.29679799	.95626014	.48137015	1.2130454	.046905115	.85915577	3.5697229	73.510002	72.860001	16	83.349998	84.519997	88.919998	74.160004	75.839996	72.860001	72.089996	81.150002
11-2021	 Marketing Managers	2010	.29213661	.089433685	0	.030679146	0	0	0	0	0	.0043940097	0	75.32	73.25	19.370001	80.120003	79.730003	46.57	91.519997	91.519997	80.379997	71.050003	93.849998
11-2021	 Marketing Managers	2011	.48601997	.17797412	0	.036527891	0	0	0	0	0	.0087880194	0	74.550003	73.25	11.72	80.120003	83.480003	55.380001	86.589996	4.5999999	68.459999	71.050003	81.93
11-2021	 Marketing Managers	2012	.73888171	.19237997	0	.093914703	0	0	0	.00062390277	0	.022781905	.00062390277	74.940002	73.25	69.370003	80.120003	87.889999	9.2600002	48.380001	77.269997	34.52	71.050003	77.269997
11-2021	 Marketing Managers	2013	3.026515	.20678581	1.0869263	.13317853	0	0	0	.0017437127	0	.03677579	.0017437127	28.040001	73.25	11.85	80.120003	96.309998	37.630001	43.200001	77.269997	82.32	71.050003	77.269997
11-2021	 Marketing Managers	2014	5.0012326	.22119166	1.7338327	.17413399	0	0	.0038700316	.015112584	0	.046918146	.015112584	28.690001	73.25	11.85	80.120003	47.09	14.83	78.82	77.269997	95.139999	71.050003	77.269997
11-2021	 Marketing Managers	2015	9.0138092	.23688872	2.3807392	.22024161	0	.034480844	.0065031694	.027365657	.0036217645	.2502678	.10295594	42.419998	73.25	11.85	80.120003	60.299999	89.050003	78.82	77.269997	73.25	71.050003	83.610001
11-2021	 Marketing Managers	2016	14.89343	.29409617	2.5644767	.22509706	.058746334	.44659019	.17029488	.045486815	.010261929	.28344157	.70602047	66.519997	73.25	11.85	80.120003	80.760002	89.050003	78.82	77.269997	73.25	71.050003	87.110001
11-2021	 Marketing Managers	2017	15.518521	.29605228	2.5810618	.25066245	.081051782	.44665352	.17494869	.04868973	.014818805	.29512683	.71018749	67.290001	73.25	11.85	80.120003	80.760002	89.050003	78.82	77.269997	73.25	71.050003	87.110001
11-2021	 Marketing Managers	2018	18.209003	.29621622	2.9569814	.26551241	.081093453	.52813834	.1838941	.11559352	.020517275	.32465738	1.0062466	67.419998	73.25	11.85	80.120003	80.760002	89.050003	78.82	77.269997	73.25	71.050003	86.330002
11-2021	 Marketing Managers	2019	23.788759	.29630223	3.7187986	.34886569	.087510034	.58906657	.2476597	.16568364	.03968877	.38696641	1.227753	67.68	73.25	11.85	80.120003	80.760002	89.050003	78.82	77.269997	73.25	71.050003	85.43
11-2021	 Marketing Managers	2020	26.836094	.29634374	3.7421703	.4263663	.10395591	.70781088	.25103605	.40745923	.043862224	.43567535	1.9271506	69.239998	73.25	11.85	80.120003	80.760002	89.050003	78.82	77.269997	73.25	71.050003	84
11-2021	 Marketing Managers	2021	29.675138	.29643872	3.745734	.50412083	.18400793	.91079062	.26515424	.48909661	.045714308	.45989081	2.4692223	70.529999	73.25	11.85	80.120003	80.760002	89.050003	78.82	77.269997	73.25	71.050003	84.129997
11-2021	 Marketing Managers	2022	32.641022	.29643884	3.7566817	.52089363	.20983967	.95231056	.31443366	.95856655	.046611387	.49453244	3.2594421	71.830002	73.25	11.85	80.120003	80.760002	89.050003	78.82	77.269997	73.25	71.050003	82.839996
11-2021	 Marketing Managers	2023	36.846905	.29643893	3.7595551	.52423	.28601158	.95651108	.51456928	1.2427934	.047133308	.84857184	3.6169755	71.699997	73.25	11.85	80.120003	80.760002	89.050003	78.82	77.269997	73.25	71.050003	82.190002
11-2022	 Sales Managers	2010	.24455291	.076654434	0	.023585847	0	0	0	0	0	.0041063391	0	50.709999	43.200001	91	43.07	76.360001	67.290001	81.150002	35.43	91.650002	65.610001	98.769997
11-2022	 Sales Managers	2011	.40988922	.15254328	0	.028082307	0	0	0	0	0	.0082126781	0	51.619999	43.200001	92.029999	43.07	97.599998	2.1400001	79.860001	71.309998	70.790001	65.610001	91.900002
11-2022	 Sales Managers	2012	.62060326	.16489066	0	.072200753	0	0	0	.00055297493	0	.021290403	.00055297493	53.950001	43.200001	22.34	43.07	32.580002	14.96	96.699997	68.330002	68.199997	65.610001	68.330002
11-2022	 Sales Managers	2013	2.5919468	.17723805	.94736034	.10238642	0	0	0	.0015454807	0	.034368128	.0015454807	4.5999999	43.200001	1.75	43.07	7.9699998	79.989998	36.849998	68.330002	13.28	65.610001	68.330002
11-2022	 Sales Managers	2014	4.2906327	.18958543	1.5112011	.13387257	0	0	.0033259124	.013394525	0	.043846473	.013394525	4.4699998	43.200001	1.75	43.07	3.1700001	11.33	68.07	68.330002	45.919998	65.610001	68.330002
11-2022	 Sales Managers	2015	7.7590027	.20303953	2.075042	.16931967	0	.026166027	.005588836	.024254624	.0033320603	.23388305	.084135085	8.3500004	43.200001	1.75	43.07	35.040001	62.889999	68.07	68.330002	67.550003	65.610001	65.610001
11-2022	 Sales Managers	2016	12.657451	.25207257	2.2351868	.17305252	.046292566	.33889812	.14635178	.040315703	.0094410796	.26488498	.55467176	26.360001	43.200001	1.75	43.07	56.669998	62.889999	68.07	68.330002	67.550003	65.610001	63.540001
11-2022	 Sales Managers	2017	13.185474	.25374916	2.2496424	.19270694	.063869432	.33894619	.15035127	.043154497	.013633452	.27580521	.5582974	28.17	43.200001	1.75	43.07	56.669998	62.889999	68.07	68.330002	67.550003	65.610001	63.540001
11-2022	 Sales Managers	2018	15.481391	.25388968	2.5772924	.20412345	.063902266	.40078151	.15803897	.10245242	.018876106	.30340242	.80053723	29.73	43.200001	1.75	43.07	56.669998	62.889999	68.07	68.330002	67.550003	65.610001	64.18
11-2022	 Sales Managers	2019	20.240925	.25396341	3.2412889	.26820466	.06895858	.44701731	.21283926	.14684808	.036514074	.36163217	.9817816	31.15	43.200001	1.75	43.07	56.669998	62.889999	68.07	68.330002	67.550003	65.610001	65.089996
11-2022	 Sales Managers	2020	22.79743	.25399899	3.2616596	.32778639	.081918061	.53712732	.2157409	.36113769	.040353693	.40715221	1.5640994	38.150002	43.200001	1.75	43.07	56.669998	62.889999	68.07	68.330002	67.550003	65.610001	65.739998
11-2022	 Sales Managers	2021	25.119194	.25408041	3.2647657	.38756335	.14499967	.69115984	.2278741	.43349421	.04205763	.4297823	2.0016308	43.07	43.200001	1.75	43.07	56.669998	62.889999	68.07	68.330002	67.550003	65.610001	65.610001
11-2022	 Sales Managers	2022	27.651117	.25408047	3.2743077	.40045813	.16535528	.72266752	.27022496	.84959304	.042882953	.462156	2.6782377	47.34	43.200001	1.75	43.07	56.669998	62.889999	68.07	68.330002	67.550003	65.610001	65.610001
11-2022	 Sales Managers	2023	31.32287	.25408056	3.2768121	.40302309	.22537932	.72585517	.44222191	1.1015079	.043363124	.79301685	2.990015	52.27	43.200001	1.75	43.07	56.669998	62.889999	68.07	68.330002	67.550003	65.610001	66.260002
11-2031	 Public Relations and Fundraising Managers	2010	.2682234	.08200071	0	.026889011	0	0	0	0	0	.004565238	0	65.220001	58.740002	13.92	64.18	66.769997	57.060001	21.700001	7.1900001	63.540001	74.68	65.870003
11-2031	 Public Relations and Fundraising Managers	2011	.44807401	.16318244	0	.032015197	0	0	0	0	0	.009130476	0	64.959999	58.740002	68.980003	64.18	85.559998	17.549999	72.220001	12.76	61.849998	74.68	32.709999
11-2031	 Public Relations and Fundraising Managers	2012	.68309486	.17639099	0	.082312375	0	0	0	.00062560057	0	.023669682	.00062560057	66	58.740002	3.04	64.18	39.18	67.419998	28.040001	77.660004	17.809999	74.68	77.660004
11-2031	 Public Relations and Fundraising Managers	2013	2.8311398	.18959954	1.0223174	.1167255	0	0	0	.001748458	0	.038208891	.001748458	15.48	58.740002	6.8000002	64.18	75.839996	60.950001	88.019997	77.660004	22.6	74.68	77.660004
11-2031	 Public Relations and Fundraising Managers	2014	4.6927347	.2028081	1.6307704	.15262125	0	0	.0037877506	.015153712	0	.048746478	.015153712	15.87	58.740002	6.8000002	64.18	89.959999	23.639999	77.010002	77.660004	38.150002	74.68	77.660004
11-2031	 Public Relations and Fundraising Managers	2015	8.5496655	.21720055	2.2392235	.19303268	0	.032193284	.0063649053	.027440133	.0038686655	.26002035	.099409804	27.27	58.740002	6.8000002	64.18	8.4799995	84	77.010002	77.660004	77.400002	74.68	79.730003
11-2031	 Public Relations and Fundraising Managers	2016	14.160353	.26965344	2.4120393	.1972883	.054458898	.41696209	.16667427	.04561061	.010961499	.29448688	.66957867	55.630001	58.740002	6.8000002	64.18	72.730003	84	77.010002	77.660004	77.400002	74.68	82.839996
11-2031	 Public Relations and Fundraising Managers	2017	14.757166	.27144694	2.4276388	.2196953	.075136438	.41702121	.17122912	.048822243	.015829023	.30662748	.67372096	56.93	58.740002	6.8000002	64.18	72.730003	84	77.010002	77.660004	77.400002	74.68	82.839996
11-2031	 Public Relations and Fundraising Managers	2018	17.345289	.27159727	2.7812128	.23271069	.075175069	.49310011	.17998435	.1159081	.021915969	.33730879	.95976776	58.48	58.740002	6.8000002	64.18	72.730003	84	77.010002	77.660004	77.400002	74.68	82.059998
11-2031	 Public Relations and Fundraising Managers	2019	22.694122	.27167612	3.4977462	.3057664	.081123352	.54998618	.24239422	.16613454	.042394407	.40204591	1.1737856	59.389999	58.740002	6.8000002	64.18	72.730003	84	77.010002	77.660004	77.400002	74.68	81.800003
11-2031	 Public Relations and Fundraising Managers	2020	25.628798	.27171421	3.5197284	.37369248	.096368976	.66085267	.24569878	.40856808	.046852373	.45265299	1.8549744	63.02	58.740002	6.8000002	64.18	72.730003	84	77.010002	77.660004	77.400002	74.68	80.379997
11-2031	 Public Relations and Fundraising Managers	2021	28.32753	.27180129	3.5230803	.44184113	.17057861	.85036612	.25951681	.49042764	.048830714	.47781211	2.3754537	64.830002	58.740002	6.8000002	64.18	72.730003	84	77.010002	77.660004	77.400002	74.68	80.379997
11-2031	 Public Relations and Fundraising Managers	2022	31.221081	.27180138	3.5333774	.45654181	.19452509	.88913149	.30774853	.96117526	.049788948	.51380366	3.1551421	66.260002	58.740002	6.8000002	64.18	72.730003	84	77.010002	77.660004	77.400002	74.68	79.209999
11-2031	 Public Relations and Fundraising Managers	2023	35.387791	.27180144	3.5360799	.45946598	.26513779	.89305335	.50362909	1.2461758	.050346453	.88163942	3.5109293	67.550003	58.740002	6.8000002	64.18	72.730003	84	77.010002	77.660004	77.400002	74.68	78.82
11-3011	 Administrative Services Managers	2010	.25862375	.080235347	0	.02558903	0	0	0	0	0	.0042675454	0	59.91	54.34	30.379999	55.889999	3.1700001	33.740002	66.129997	88.279999	47.860001	68.720001	10.56
11-3011	 Administrative Services Managers	2011	.43252277	.15966934	0	.030467384	0	0	0	0	0	.0085350908	0	60.299999	54.34	50.060001	55.889999	6.54	85.169998	54.209999	89.830002	62.110001	68.720001	34.130001
11-3011	 Administrative Services Managers	2012	.65519226	.17259355	0	.078332886	0	0	0	.00052126427	0	.022126218	.00052126427	61.59	54.34	76.489998	55.889999	20.01	55.509998	94.879997	65.089996	63.02	68.720001	65.089996
11-3011	 Administrative Services Managers	2013	3.0567365	.18551774	1.2273774	.11108226	0	0	0	.0014568542	0	.035717346	.0014568542	30.889999	54.34	23.25	55.889999	24.549999	33.48	36.330002	65.089996	84.260002	68.720001	65.089996
11-3011	 Administrative Services Managers	2014	5.0587912	.19844194	1.9578761	.1452426	0	0	.0032265249	.01262641	0	.045567796	.01262641	31.41	54.34	23.25	55.889999	23.9	86.330002	66.260002	65.089996	97.730003	68.720001	65.089996
11-3011	 Administrative Services Managers	2015	8.9989758	.21252453	2.6883748	.18370029	0	.026917566	.0054218266	.022863731	.003482827	.24306479	.082981512	41.900002	54.34	23.25	55.889999	5.8899999	66.129997	66.260002	65.089996	70.269997	68.720001	65.089996
11-3011	 Administrative Services Managers	2016	14.233685	.26384816	2.8958545	.18775016	.049764063	.34863189	.1419784	.038003776	.0098682623	.27528378	.55941778	57.060001	54.34	23.25	55.889999	63.41	66.129997	66.260002	65.089996	70.269997	68.720001	64.309998
11-3011	 Administrative Services Managers	2017	14.805233	.26560307	2.914583	.20907387	.068659022	.34868133	.14585836	.040679783	.014250328	.28663272	.56287068	57.84	54.34	23.25	55.889999	63.41	66.129997	66.260002	65.089996	70.269997	68.720001	64.309998
11-3011	 Administrative Services Managers	2018	17.362909	.26575017	3.3390782	.22146001	.068694323	.41229266	.15331633	.096577227	.019730195	.31531334	.80163902	58.869999	54.34	23.25	55.889999	63.41	66.129997	66.260002	65.089996	70.269997	68.720001	64.440002
11-3011	 Administrative Services Managers	2019	22.692993	.26582733	4.1993361	.29098377	.074129812	.45985648	.20647901	.138427	.038166232	.37582904	.98028338	59.259998	54.34	23.25	55.889999	63.41	66.129997	66.260002	65.089996	70.269997	68.720001	64.959999
11-3011	 Administrative Services Managers	2020	25.34551	.26586458	4.225728	.35562587	.088061124	.55255455	.20929395	.34042805	.042179585	.42313612	1.5486622	61.330002	54.34	23.25	55.889999	63.41	66.129997	66.260002	65.089996	70.269997	68.720001	65.220001
11-3011	 Administrative Services Managers	2021	27.751184	.26594979	4.2297521	.4204798	.15587325	.71101123	.22106457	.40863526	.04396062	.44665465	1.983248	61.849998	54.34	23.25	55.889999	63.41	66.129997	66.260002	65.089996	70.269997	68.720001	65.349998
11-3011	 Administrative Services Managers	2022	30.309563	.26594988	4.2421145	.43446976	.17775533	.74342388	.26214984	.80087268	.044823285	.48029923	2.6334059	61.720001	54.34	23.25	55.889999	63.41	66.129997	66.260002	65.089996	70.269997	68.720001	65.089996
11-3011	 Administrative Services Managers	2023	34.018513	.26594996	4.2453589	.43725258	.2422806	.74670303	.42900705	1.0383414	.045325186	.82414901	2.9299641	62.630001	54.34	23.25	55.889999	63.41	66.129997	66.260002	65.089996	70.269997	68.720001	65.089996
11-3021	 Computer and Information Systems Managers	2010	.29684284	.096111931	0	.02877105	0	0	0	0	0	.0042501646	0	77.529999	80.889999	1.88	73.510002	.70999998	21.83	1.1	81.279999	45.139999	68.589996	56.150002
11-3021	 Computer and Information Systems Managers	2011	.49729705	.19126393	0	.03425603	0	0	0	0	0	.0085003292	0	77.779999	80.889999	73.639999	73.510002	3.3	7.71	16.65	61.200001	72.730003	68.589996	43.459999
11-3021	 Computer and Information Systems Managers	2012	.74498504	.20674551	0	.088073656	0	0	0	.0006214084	0	.022036105	.0006214084	76.099998	80.889999	9.1300001	73.510002	19.24	27.91	77.269997	76.879997	44.880001	68.589996	76.879997
11-3021	 Computer and Information Systems Managers	2013	3.2972486	.22222708	1.2803497	.12489545	0	0	0	.0017367415	0	.035571884	.0017367415	51.880001	80.889999	28.17	73.510002	77.400002	68.589996	18.07	76.879997	34.259998	68.589996	76.879997
11-3021	 Computer and Information Systems Managers	2014	5.4598632	.23770866	2.042376	.16330366	0	0	.0039435141	.015052167	0	.045382213	.015052167	53.82	80.889999	28.17	73.510002	43.07	92.940002	79.599998	76.879997	87.889999	68.589996	76.879997
11-3021	 Computer and Information Systems Managers	2015	9.680562	.25457785	2.8044021	.20654359	0	.031563625	.0066266488	.027256254	.003628392	.24207489	.09807317	64.830002	80.889999	28.17	73.510002	96.309998	82.059998	79.599998	76.879997	73.379997	68.589996	78.559998
11-3021	 Computer and Information Systems Managers	2016	15.606581	.31605715	3.0208366	.21109708	.055654231	.40880686	.17352839	.045304969	.010280706	.27416268	.65839547	74.68	80.889999	28.17	73.510002	75.32	82.059998	79.599998	76.879997	73.379997	68.589996	81.410004
11-3021	 Computer and Information Systems Managers	2017	16.234903	.31815931	3.0403733	.2350724	.076785631	.40886483	.17827055	.04849508	.014845921	.28546539	.66250366	74.809998	80.889999	28.17	73.510002	75.32	82.059998	79.599998	76.879997	73.379997	68.589996	81.279999
11-3021	 Computer and Information Systems Managers	2018	19.038198	.3183355	3.4831893	.24899878	.076825105	.48345569	.18738581	.11513141	.02055482	.31402922	.9447338	74.550003	80.889999	28.17	73.510002	75.32	82.059998	79.599998	76.879997	73.379997	68.589996	80.379997
11-3021	 Computer and Information Systems Managers	2019	24.860708	.31842792	4.3805752	.32716787	.082903951	.53922915	.25236216	.16502126	.039761394	.37429845	1.1558965	74.809998	80.889999	28.17	73.510002	75.32	82.059998	79.599998	76.879997	73.379997	68.589996	80.379997
11-3021	 Computer and Information Systems Managers	2020	27.846033	.31847256	4.4081059	.39984828	.098484203	.64792722	.25580263	.40583029	.043942489	.42141289	1.8289804	75.059998	80.889999	28.17	73.510002	75.32	82.059998	79.599998	76.879997	73.379997	68.589996	78.949997
11-3021	 Computer and Information Systems Managers	2021	30.577066	.31857464	4.4123034	.47276685	.17432269	.83373404	.27018887	.48714128	.045797959	.4448356	2.3419285	75.190002	80.889999	28.17	73.510002	75.32	82.059998	79.599998	76.879997	73.379997	68.589996	79.209999
11-3021	 Computer and Information Systems Managers	2022	33.506664	.31857473	4.4251995	.48849645	.19879478	.87174124	.32040399	.95473427	.046696682	.47834319	3.1141512	74.809998	80.889999	28.17	73.510002	75.32	82.059998	79.599998	76.879997	73.379997	68.589996	78.300003
